# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+6.0350E+01 +1.2870E+01 +5.3415E-01 +4.8810E-02 +2.1507E-02 +2.6818E-01 +1.5092E-01 +2.0210E-02 +1.0464E-02 +8.9788E-03 +5.0790E-03
+6.0380E+01 +1.2902E+01 +5.2811E-01 +4.8586E-02 +2.1408E-02 +2.6441E-01 +1.4872E-01 +2.0349E-02 +1.0534E-02 +9.0125E-03 +5.0979E-03
+6.0410E+01 +1.0235E+01 +5.2221E-01 +4.8364E-02 +2.1309E-02 +2.6072E-01 +1.4656E-01 +2.0489E-02 +1.0605E-02 +9.0464E-03 +5.1168E-03
+6.0440E+01 +5.7670E+00 +5.1644E-01 +4.8144E-02 +2.1210E-02 +2.5711E-01 +1.4446E-01 +2.0631E-02 +1.0677E-02 +9.0805E-03 +5.1358E-03
+6.0470E+01 +2.0200E+01 +5.1079E-01 +4.7924E-02 +2.1113E-02 +2.5357E-01 +1.4239E-01 +2.0774E-02 +1.0749E-02 +9.1148E-03 +5.1549E-03
+6.0500E+01 +1.9331E+01 +5.0527E-01 +4.7707E-02 +2.1016E-02 +2.5010E-01 +1.4038E-01 +2.0919E-02 +1.0822E-02 +9.1493E-03 +5.1741E-03
+6.0530E+01 +1.4864E+01 +4.9986E-01 +4.7490E-02 +2.0920E-02 +2.4671E-01 +1.3840E-01 +2.1065E-02 +1.0896E-02 +9.1840E-03 +5.1935E-03
+6.0560E+01 +2.4796E+01 +4.9456E-01 +4.7276E-02 +2.0824E-02 +2.4338E-01 +1.3647E-01 +2.1213E-02 +1.0971E-02 +9.2188E-03 +5.2129E-03
+6.0590E+01 +1.0428E+01 +4.8938E-01 +4.7062E-02 +2.0729E-02 +2.4012E-01 +1.3457E-01 +2.1362E-02 +1.1046E-02 +9.2539E-03 +5.2325E-03
+6.0620E+01 +1.7660E+01 +4.8431E-01 +4.6851E-02 +2.0635E-02 +2.3693E-01 +1.3272E-01 +2.1513E-02 +1.1122E-02 +9.2892E-03 +5.2521E-03
+6.0650E+01 +1.5893E+01 +4.7934E-01 +4.6640E-02 +2.0542E-02 +2.3379E-01 +1.3090E-01 +2.1666E-02 +1.1199E-02 +9.3247E-03 +5.2719E-03
+6.0680E+01 +1.1424E+01 +4.7447E-01 +4.6431E-02 +2.0449E-02 +2.3072E-01 +1.2912E-01 +2.1820E-02 +1.1277E-02 +9.3604E-03 +5.2918E-03
+6.0710E+01 +1.5058E+01 +4.6971E-01 +4.6224E-02 +2.0356E-02 +2.2771E-01 +1.2738E-01 +2.1975E-02 +1.1356E-02 +9.3963E-03 +5.3118E-03
+6.0740E+01 +9.6890E+00 +4.6505E-01 +4.6017E-02 +2.0265E-02 +2.2476E-01 +1.2567E-01 +2.2133E-02 +1.1435E-02 +9.4323E-03 +5.3319E-03
+6.0770E+01 +1.1522E+01 +4.6048E-01 +4.5812E-02 +2.0174E-02 +2.2187E-01 +1.2399E-01 +2.2292E-02 +1.1515E-02 +9.4686E-03 +5.3522E-03
+6.0800E+01 +1.8754E+01 +4.5600E-01 +4.5609E-02 +2.0083E-02 +2.1903E-01 +1.2235E-01 +2.2453E-02 +1.1596E-02 +9.5052E-03 +5.3725E-03
+6.0830E+01 +5.2860E+00 +4.5162E-01 +4.5407E-02 +1.9993E-02 +2.1625E-01 +1.2074E-01 +2.2615E-02 +1.1678E-02 +9.5419E-03 +5.3930E-03
+6.0860E+01 +1.4318E+01 +4.4732E-01 +4.5206E-02 +1.9904E-02 +2.1351E-01 +1.1917E-01 +2.2780E-02 +1.1761E-02 +9.5788E-03 +5.4135E-03
+6.0890E+01 +2.0651E+01 +4.4312E-01 +4.5007E-02 +1.9815E-02 +2.1083E-01 +1.1762E-01 +2.2946E-02 +1.1845E-02 +9.6160E-03 +5.4342E-03
+6.0920E+01 +9.8820E+00 +4.3899E-01 +4.4808E-02 +1.9727E-02 +2.0820E-01 +1.1610E-01 +2.3114E-02 +1.1930E-02 +9.6533E-03 +5.4551E-03
+6.0950E+01 +1.4414E+01 +4.3496E-01 +4.4612E-02 +1.9640E-02 +2.0562E-01 +1.1462E-01 +2.3284E-02 +1.2015E-02 +9.6909E-03 +5.4760E-03
+6.0980E+01 +1.1747E+01 +4.3100E-01 +4.4416E-02 +1.9553E-02 +2.0309E-01 +1.1316E-01 +2.3455E-02 +1.2102E-02 +9.7287E-03 +5.4970E-03
+6.1010E+01 +1.0879E+01 +4.2712E-01 +4.4222E-02 +1.9467E-02 +2.0060E-01 +1.1173E-01 +2.3629E-02 +1.2189E-02 +9.7668E-03 +5.5182E-03
+6.1040E+01 +1.3612E+01 +4.2332E-01 +4.4029E-02 +1.9381E-02 +1.9816E-01 +1.1032E-01 +2.3805E-02 +1.2277E-02 +9.8050E-03 +5.5395E-03
+6.1070E+01 +1.4543E+01 +4.1959E-01 +4.3837E-02 +1.9296E-02 +1.9576E-01 +1.0894E-01 +2.3982E-02 +1.2367E-02 +9.8435E-03 +5.5609E-03
+6.1100E+01 +1.0976E+01 +4.1594E-01 +4.3647E-02 +1.9211E-02 +1.9341E-01 +1.0759E-01 +2.4162E-02 +1.2457E-02 +9.8822E-03 +5.5825E-03
+6.1130E+01 +1.4608E+01 +4.1236E-01 +4.3457E-02 +1.9127E-02 +1.9110E-01 +1.0626E-01 +2.4343E-02 +1.2548E-02 +9.9211E-03 +5.6042E-03
+6.1160E+01 +1.9141E+01 +4.0885E-01 +4.3269E-02 +1.9043E-02 +1.8883E-01 +1.0496E-01 +2.4527E-02 +1.2640E-02 +9.9603E-03 +5.6260E-03
+6.1190E+01 +2.0072E+01 +4.0541E-01 +4.3083E-02 +1.8960E-02 +1.8659E-01 +1.0368E-01 +2.4713E-02 +1.2734E-02 +9.9997E-03 +5.6479E-03
+6.1220E+01 +1.1105E+01 +4.0204E-01 +4.2897E-02 +1.8878E-02 +1.8440E-01 +1.0243E-01 +2.4900E-02 +1.2828E-02 +1.0039E-02 +5.6700E-03
+6.1250E+01 +1.4737E+01 +3.9874E-01 +4.2713E-02 +1.8796E-02 +1.8225E-01 +1.0119E-01 +2.5090E-02 +1.2923E-02 +1.0079E-02 +5.6921E-03
+6.1280E+01 +1.4769E+01 +3.9550E-01 +4.2529E-02 +1.8715E-02 +1.8014E-01 +9.9982E-02 +2.5282E-02 +1.3020E-02 +1.0119E-02 +5.7145E-03
+6.1310E+01 +1.2101E+01 +3.9232E-01 +4.2347E-02 +1.8634E-02 +1.7806E-01 +9.8793E-02 +2.5477E-02 +1.3117E-02 +1.0160E-02 +5.7369E-03
+6.1340E+01 +1.4834E+01 +3.8921E-01 +4.2167E-02 +1.8553E-02 +1.7601E-01 +9.7624E-02 +2.5673E-02 +1.3216E-02 +1.0200E-02 +5.7595E-03
+6.1370E+01 +1.5766E+01 +3.8615E-01 +4.1987E-02 +1.8474E-02 +1.7401E-01 +9.6477E-02 +2.5872E-02 +1.3316E-02 +1.0241E-02 +5.7822E-03
+6.1400E+01 +2.2997E+01 +3.8316E-01 +4.1808E-02 +1.8394E-02 +1.7203E-01 +9.5349E-02 +2.6073E-02 +1.3417E-02 +1.0282E-02 +5.8050E-03
+6.1430E+01 +6.8300E+00 +3.8023E-01 +4.1631E-02 +1.8316E-02 +1.7009E-01 +9.4241E-02 +2.6277E-02 +1.3519E-02 +1.0323E-02 +5.8280E-03
+6.1460E+01 +1.0463E+01 +3.7735E-01 +4.1455E-02 +1.8237E-02 +1.6818E-01 +9.3152E-02 +2.6483E-02 +1.3622E-02 +1.0365E-02 +5.8512E-03
+6.1490E+01 +1.1394E+01 +3.7453E-01 +4.1279E-02 +1.8160E-02 +1.6631E-01 +9.2082E-02 +2.6691E-02 +1.3726E-02 +1.0407E-02 +5.8744E-03
+6.1520E+01 +1.1426E+01 +3.7176E-01 +4.1105E-02 +1.8082E-02 +1.6446E-01 +9.1030E-02 +2.6902E-02 +1.3832E-02 +1.0449E-02 +5.8978E-03
+6.1550E+01 +7.8590E+00 +3.6905E-01 +4.0932E-02 +1.8005E-02 +1.6265E-01 +8.9997E-02 +2.7115E-02 +1.3939E-02 +1.0491E-02 +5.9213E-03
+6.1580E+01 +9.6900E+00 +3.6639E-01 +4.0761E-02 +1.7929E-02 +1.6086E-01 +8.8980E-02 +2.7331E-02 +1.4047E-02 +1.0534E-02 +5.9450E-03
+6.1610E+01 +2.4123E+01 +3.6379E-01 +4.0590E-02 +1.7853E-02 +1.5911E-01 +8.7981E-02 +2.7550E-02 +1.4156E-02 +1.0577E-02 +5.9688E-03
+6.1640E+01 +1.2455E+01 +3.6123E-01 +4.0420E-02 +1.7778E-02 +1.5738E-01 +8.6999E-02 +2.7771E-02 +1.4266E-02 +1.0620E-02 +5.9928E-03
+6.1670E+01 +1.8788E+01 +3.5872E-01 +4.0251E-02 +1.7703E-02 +1.5568E-01 +8.6033E-02 +2.7995E-02 +1.4378E-02 +1.0663E-02 +6.0169E-03
+6.1700E+01 +1.4320E+01 +3.5627E-01 +4.0084E-02 +1.7629E-02 +1.5401E-01 +8.5083E-02 +2.8221E-02 +1.4492E-02 +1.0707E-02 +6.0412E-03
+6.1730E+01 +1.9752E+01 +3.5386E-01 +3.9917E-02 +1.7555E-02 +1.5237E-01 +8.4148E-02 +2.8451E-02 +1.4606E-02 +1.0751E-02 +6.0656E-03
+6.1760E+01 +1.8884E+01 +3.5150E-01 +3.9752E-02 +1.7481E-02 +1.5075E-01 +8.3229E-02 +2.8683E-02 +1.4722E-02 +1.0795E-02 +6.0901E-03
+6.1790E+01 +1.9817E+01 +3.4919E-01 +3.9587E-02 +1.7408E-02 +1.4916E-01 +8.2325E-02 +2.8918E-02 +1.4839E-02 +1.0839E-02 +6.1148E-03
+6.1820E+01 +1.2649E+01 +3.4692E-01 +3.9424E-02 +1.7336E-02 +1.4759E-01 +8.1436E-02 +2.9155E-02 +1.4958E-02 +1.0884E-02 +6.1397E-03
+6.1850E+01 +1.6281E+01 +3.4470E-01 +3.9261E-02 +1.7264E-02 +1.4605E-01 +8.0560E-02 +2.9396E-02 +1.5078E-02 +1.0929E-02 +6.1647E-03
+6.1880E+01 +1.7213E+01 +3.4252E-01 +3.9100E-02 +1.7192E-02 +1.4453E-01 +7.9699E-02 +2.9640E-02 +1.5200E-02 +1.0974E-02 +6.1898E-03
+6.1910E+01 +1.4546E+01 +3.4039E-01 +3.8939E-02 +1.7121E-02 +1.4303E-01 +7.8852E-02 +2.9887E-02 +1.5323E-02 +1.1020E-02 +6.2151E-03
+6.1940E+01 +1.1877E+01 +3.3830E-01 +3.8780E-02 +1.7050E-02 +1.4156E-01 +7.8018E-02 +3.0137E-02 +1.5448E-02 +1.1066E-02 +6.2406E-03
+6.1970E+01 +1.6411E+01 +3.3625E-01 +3.8621E-02 +1.6980E-02 +1.4011E-01 +7.7197E-02 +3.0390E-02 +1.5574E-02 +1.1112E-02 +6.2662E-03
+6.2000E+01 +1.9142E+01 +3.3424E-01 +3.8464E-02 +1.6910E-02 +1.3868E-01 +7.6389E-02 +3.0646E-02 +1.5701E-02 +1.1158E-02 +6.2920E-03
+6.2030E+01 +1.7375E+01 +3.3228E-01 +3.8307E-02 +1.6841E-02 +1.3728E-01 +7.5594E-02 +3.0905E-02 +1.5830E-02 +1.1205E-02 +6.3180E-03
+6.2060E+01 +1.9207E+01 +3.3035E-01 +3.8151E-02 +1.6771E-02 +1.3589E-01 +7.4811E-02 +3.1168E-02 +1.5961E-02 +1.1252E-02 +6.3441E-03
+6.2090E+01 +1.1139E+01 +3.2847E-01 +3.7997E-02 +1.6703E-02 +1.3453E-01 +7.4040E-02 +3.1434E-02 +1.6094E-02 +1.1300E-02 +6.3703E-03
+6.2120E+01 +1.2971E+01 +3.2662E-01 +3.7843E-02 +1.6635E-02 +1.3319E-01 +7.3281E-02 +3.1704E-02 +1.6228E-02 +1.1347E-02 +6.3967E-03
+6.2150E+01 +1.9303E+01 +3.2481E-01 +3.7690E-02 +1.6567E-02 +1.3186E-01 +7.2534E-02 +3.1977E-02 +1.6364E-02 +1.1395E-02 +6.4233E-03
+6.2180E+01 +1.5736E+01 +3.2304E-01 +3.7538E-02 +1.6500E-02 +1.3056E-01 +7.1798E-02 +3.2254E-02 +1.6501E-02 +1.1443E-02 +6.4501E-03
+6.2210E+01 +2.2069E+01 +3.2131E-01 +3.7387E-02 +1.6433E-02 +1.2928E-01 +7.1073E-02 +3.2534E-02 +1.6640E-02 +1.1492E-02 +6.4770E-03
+6.2240E+01 +1.5800E+01 +3.1962E-01 +3.7237E-02 +1.6366E-02 +1.2801E-01 +7.0359E-02 +3.2818E-02 +1.6781E-02 +1.1541E-02 +6.5041E-03
+6.2270E+01 +1.3100E+01 +3.1796E-01 +3.7088E-02 +1.6300E-02 +1.2676E-01 +6.9656E-02 +3.3105E-02 +1.6924E-02 +1.1590E-02 +6.5314E-03
+6.2300E+01 +1.9400E+01 +3.1634E-01 +3.6940E-02 +1.6234E-02 +1.2553E-01 +6.8963E-02 +3.3397E-02 +1.7069E-02 +1.1639E-02 +6.5588E-03
+6.2330E+01 +1.3100E+01 +3.1475E-01 +3.6792E-02 +1.6169E-02 +1.2432E-01 +6.8281E-02 +3.3692E-02 +1.7215E-02 +1.1689E-02 +6.5864E-03
+6.2360E+01 +2.0300E+01 +3.1320E-01 +3.6646E-02 +1.6104E-02 +1.2313E-01 +6.7609E-02 +3.3991E-02 +1.7364E-02 +1.1739E-02 +6.6142E-03
+6.2390E+01 +1.2200E+01 +3.1168E-01 +3.6500E-02 +1.6039E-02 +1.2195E-01 +6.6946E-02 +3.4295E-02 +1.7514E-02 +1.1790E-02 +6.6422E-03
+6.2420E+01 +1.0400E+01 +3.1020E-01 +3.6356E-02 +1.5975E-02 +1.2079E-01 +6.6293E-02 +3.4602E-02 +1.7667E-02 +1.1840E-02 +6.6703E-03
+6.2450E+01 +8.6000E+00 +3.0875E-01 +3.6212E-02 +1.5912E-02 +1.1965E-01 +6.5650E-02 +3.4913E-02 +1.7821E-02 +1.1891E-02 +6.6986E-03
+6.2480E+01 +1.6700E+01 +3.0733E-01 +3.6069E-02 +1.5848E-02 +1.1852E-01 +6.5016E-02 +3.5229E-02 +1.7977E-02 +1.1943E-02 +6.7271E-03
+6.2510E+01 +1.4900E+01 +3.0595E-01 +3.5926E-02 +1.5785E-02 +1.1741E-01 +6.4391E-02 +3.5549E-02 +1.8136E-02 +1.1994E-02 +6.7558E-03
+6.2540E+01 +1.6700E+01 +3.0460E-01 +3.5785E-02 +1.5722E-02 +1.1632E-01 +6.3775E-02 +3.5874E-02 +1.8296E-02 +1.2047E-02 +6.7846E-03
+6.2570E+01 +1.1300E+01 +3.0328E-01 +3.5645E-02 +1.5660E-02 +1.1524E-01 +6.3168E-02 +3.6202E-02 +1.8459E-02 +1.2099E-02 +6.8137E-03
+6.2600E+01 +1.4900E+01 +3.0200E-01 +3.5505E-02 +1.5598E-02 +1.1417E-01 +6.2570E-02 +3.6536E-02 +1.8623E-02 +1.2152E-02 +6.8429E-03
+6.2630E+01 +1.4900E+01 +3.0074E-01 +3.5366E-02 +1.5537E-02 +1.1312E-01 +6.1980E-02 +3.6874E-02 +1.8791E-02 +1.2205E-02 +6.8723E-03
+6.2660E+01 +1.1300E+01 +2.9952E-01 +3.5228E-02 +1.5476E-02 +1.1208E-01 +6.1398E-02 +3.7216E-02 +1.8960E-02 +1.2258E-02 +6.9020E-03
+6.2690E+01 +8.6000E+00 +2.9833E-01 +3.5091E-02 +1.5415E-02 +1.1106E-01 +6.0825E-02 +3.7564E-02 +1.9131E-02 +1.2312E-02 +6.9318E-03
+6.2720E+01 +1.5800E+01 +2.9717E-01 +3.4954E-02 +1.5354E-02 +1.1005E-01 +6.0259E-02 +3.7916E-02 +1.9305E-02 +1.2366E-02 +6.9618E-03
+6.2750E+01 +1.2200E+01 +2.9604E-01 +3.4819E-02 +1.5294E-02 +1.0906E-01 +5.9701E-02 +3.8274E-02 +1.9482E-02 +1.2421E-02 +6.9920E-03
+6.2780E+01 +1.7600E+01 +2.9494E-01 +3.4684E-02 +1.5234E-02 +1.0808E-01 +5.9152E-02 +3.8636E-02 +1.9660E-02 +1.2476E-02 +7.0224E-03
+6.2810E+01 +2.1200E+01 +2.9387E-01 +3.4550E-02 +1.5175E-02 +1.0711E-01 +5.8609E-02 +3.9004E-02 +1.9842E-02 +1.2531E-02 +7.0529E-03
+6.2840E+01 +2.3900E+01 +2.9283E-01 +3.4416E-02 +1.5116E-02 +1.0615E-01 +5.8074E-02 +3.9377E-02 +2.0025E-02 +1.2587E-02 +7.0837E-03
+6.2870E+01 +1.5800E+01 +2.9182E-01 +3.4284E-02 +1.5057E-02 +1.0521E-01 +5.7546E-02 +3.9755E-02 +2.0212E-02 +1.2643E-02 +7.1147E-03
+6.2900E+01 +1.6700E+01 +2.9084E-01 +3.4152E-02 +1.4999E-02 +1.0428E-01 +5.7026E-02 +4.0139E-02 +2.0400E-02 +1.2699E-02 +7.1459E-03
+6.2930E+01 +1.7600E+01 +2.8989E-01 +3.4021E-02 +1.4941E-02 +1.0336E-01 +5.6512E-02 +4.0528E-02 +2.0592E-02 +1.2756E-02 +7.1773E-03
+6.2960E+01 +2.2100E+01 +2.8897E-01 +3.3891E-02 +1.4883E-02 +1.0246E-01 +5.6006E-02 +4.0923E-02 +2.0786E-02 +1.2813E-02 +7.2089E-03
+6.2990E+01 +1.4900E+01 +2.8808E-01 +3.3761E-02 +1.4826E-02 +1.0157E-01 +5.5506E-02 +4.1324E-02 +2.0983E-02 +1.2870E-02 +7.2407E-03
+6.3020E+01 +1.3100E+01 +2.8721E-01 +3.3632E-02 +1.4769E-02 +1.0068E-01 +5.5013E-02 +4.1731E-02 +2.1183E-02 +1.2928E-02 +7.2728E-03
+6.3050E+01 +1.1300E+01 +2.8638E-01 +3.3504E-02 +1.4712E-02 +9.9813E-02 +5.4526E-02 +4.2144E-02 +2.1386E-02 +1.2986E-02 +7.3050E-03
+6.3080E+01 +1.4900E+01 +2.8557E-01 +3.3377E-02 +1.4656E-02 +9.8954E-02 +5.4046E-02 +4.2562E-02 +2.1591E-02 +1.3045E-02 +7.3375E-03
+6.3110E+01 +1.9400E+01 +2.8479E-01 +3.3250E-02 +1.4600E-02 +9.8106E-02 +5.3572E-02 +4.2988E-02 +2.1800E-02 +1.3104E-02 +7.3701E-03
+6.3140E+01 +1.6700E+01 +2.8404E-01 +3.3124E-02 +1.4544E-02 +9.7268E-02 +5.3105E-02 +4.3419E-02 +2.2012E-02 +1.3164E-02 +7.4030E-03
+6.3170E+01 +2.2100E+01 +2.8332E-01 +3.2999E-02 +1.4489E-02 +9.6442E-02 +5.2643E-02 +4.3857E-02 +2.2227E-02 +1.3224E-02 +7.4362E-03
+6.3200E+01 +2.1200E+01 +2.8262E-01 +3.2875E-02 +1.4434E-02 +9.5625E-02 +5.2187E-02 +4.4302E-02 +2.2444E-02 +1.3284E-02 +7.4695E-03
+6.3230E+01 +1.6700E+01 +2.8195E-01 +3.2751E-02 +1.4379E-02 +9.4820E-02 +5.1738E-02 +4.4754E-02 +2.2666E-02 +1.3345E-02 +7.5031E-03
+6.3260E+01 +1.1300E+01 +2.8131E-01 +3.2628E-02 +1.4324E-02 +9.4024E-02 +5.1294E-02 +4.5212E-02 +2.2890E-02 +1.3406E-02 +7.5368E-03
+6.3290E+01 +1.3100E+01 +2.8070E-01 +3.2506E-02 +1.4270E-02 +9.3238E-02 +5.0856E-02 +4.5678E-02 +2.3118E-02 +1.3467E-02 +7.5709E-03
+6.3320E+01 +2.0300E+01 +2.8012E-01 +3.2384E-02 +1.4216E-02 +9.2462E-02 +5.0423E-02 +4.6151E-02 +2.3349E-02 +1.3529E-02 +7.6051E-03
+6.3350E+01 +8.6000E+00 +2.7956E-01 +3.2263E-02 +1.4163E-02 +9.1696E-02 +4.9996E-02 +4.6631E-02 +2.3584E-02 +1.3592E-02 +7.6396E-03
+6.3380E+01 +2.1200E+01 +2.7903E-01 +3.2143E-02 +1.4109E-02 +9.0939E-02 +4.9574E-02 +4.7119E-02 +2.3822E-02 +1.3654E-02 +7.6743E-03
+6.3410E+01 +1.6700E+01 +2.7853E-01 +3.2023E-02 +1.4057E-02 +9.0191E-02 +4.9158E-02 +4.7615E-02 +2.4064E-02 +1.3718E-02 +7.7092E-03
+6.3440E+01 +1.7600E+01 +2.7806E-01 +3.1904E-02 +1.4004E-02 +8.9453E-02 +4.8747E-02 +4.8118E-02 +2.4309E-02 +1.3781E-02 +7.7444E-03
+6.3470E+01 +2.2100E+01 +2.7761E-01 +3.1786E-02 +1.3952E-02 +8.8724E-02 +4.8341E-02 +4.8629E-02 +2.4559E-02 +1.3846E-02 +7.7799E-03
+6.3500E+01 +1.0400E+01 +2.7720E-01 +3.1668E-02 +1.3899E-02 +8.8003E-02 +4.7940E-02 +4.9149E-02 +2.4812E-02 +1.3910E-02 +7.8155E-03
+6.3530E+01 +1.6700E+01 +2.7681E-01 +3.1551E-02 +1.3848E-02 +8.7292E-02 +4.7544E-02 +4.9677E-02 +2.5069E-02 +1.3975E-02 +7.8515E-03
+6.3560E+01 +2.3900E+01 +2.7644E-01 +3.1435E-02 +1.3796E-02 +8.6588E-02 +4.7152E-02 +5.0213E-02 +2.5330E-02 +1.4041E-02 +7.8876E-03
+6.3590E+01 +1.3100E+01 +2.7611E-01 +3.1319E-02 +1.3745E-02 +8.5894E-02 +4.6766E-02 +5.0759E-02 +2.5595E-02 +1.4107E-02 +7.9241E-03
+6.3620E+01 +2.1200E+01 +2.7580E-01 +3.1204E-02 +1.3694E-02 +8.5208E-02 +4.6385E-02 +5.1313E-02 +2.5865E-02 +1.4173E-02 +7.9607E-03
+6.3650E+01 +1.2200E+01 +2.7552E-01 +3.1089E-02 +1.3643E-02 +8.4529E-02 +4.6008E-02 +5.1876E-02 +2.6138E-02 +1.4240E-02 +7.9977E-03
+6.3680E+01 +1.0400E+01 +2.7527E-01 +3.0976E-02 +1.3593E-02 +8.3859E-02 +4.5635E-02 +5.2449E-02 +2.6416E-02 +1.4307E-02 +8.0349E-03
+6.3710E+01 +1.7600E+01 +2.7505E-01 +3.0862E-02 +1.3543E-02 +8.3197E-02 +4.5267E-02 +5.3031E-02 +2.6699E-02 +1.4375E-02 +8.0723E-03
+6.3740E+01 +1.2200E+01 +2.7485E-01 +3.0750E-02 +1.3493E-02 +8.2543E-02 +4.4904E-02 +5.3623E-02 +2.6986E-02 +1.4444E-02 +8.1100E-03
+6.3770E+01 +1.7600E+01 +2.7469E-01 +3.0638E-02 +1.3444E-02 +8.1896E-02 +4.4545E-02 +5.4225E-02 +2.7278E-02 +1.4512E-02 +8.1480E-03
+6.3800E+01 +1.4900E+01 +2.7455E-01 +3.0527E-02 +1.3394E-02 +8.1257E-02 +4.4190E-02 +5.4837E-02 +2.7574E-02 +1.4582E-02 +8.1862E-03
+6.3830E+01 +2.1200E+01 +2.7444E-01 +3.0416E-02 +1.3346E-02 +8.0626E-02 +4.3839E-02 +5.5459E-02 +2.7876E-02 +1.4652E-02 +8.2247E-03
+6.3860E+01 +2.5700E+01 +2.7436E-01 +3.0306E-02 +1.3297E-02 +8.0002E-02 +4.3493E-02 +5.6092E-02 +2.8182E-02 +1.4722E-02 +8.2635E-03
+6.3890E+01 +1.4900E+01 +2.7430E-01 +3.0196E-02 +1.3248E-02 +7.9384E-02 +4.3151E-02 +5.6736E-02 +2.8493E-02 +1.4793E-02 +8.3026E-03
+6.3920E+01 +7.7000E+00 +2.7428E-01 +3.0087E-02 +1.3200E-02 +7.8775E-02 +4.2812E-02 +5.7391E-02 +2.8810E-02 +1.4864E-02 +8.3419E-03
+6.3950E+01 +1.2200E+01 +2.7429E-01 +2.9979E-02 +1.3152E-02 +7.8172E-02 +4.2478E-02 +5.8058E-02 +2.9132E-02 +1.4936E-02 +8.3815E-03
+6.3980E+01 +1.3100E+01 +2.7432E-01 +2.9871E-02 +1.3105E-02 +7.7576E-02 +4.2148E-02 +5.8736E-02 +2.9459E-02 +1.5008E-02 +8.4214E-03
+6.4010E+01 +1.9400E+01 +2.7439E-01 +2.9764E-02 +1.3057E-02 +7.6986E-02 +4.1821E-02 +5.9426E-02 +2.9792E-02 +1.5081E-02 +8.4616E-03
+6.4040E+01 +2.1200E+01 +2.7449E-01 +2.9657E-02 +1.3010E-02 +7.6404E-02 +4.1498E-02 +6.0129E-02 +3.0131E-02 +1.5155E-02 +8.5021E-03
+6.4070E+01 +1.3100E+01 +2.7461E-01 +2.9551E-02 +1.2963E-02 +7.5828E-02 +4.1179E-02 +6.0844E-02 +3.0475E-02 +1.5229E-02 +8.5429E-03
+6.4100E+01 +1.9400E+01 +2.7477E-01 +2.9446E-02 +1.2917E-02 +7.5258E-02 +4.0864E-02 +6.1572E-02 +3.0825E-02 +1.5303E-02 +8.5839E-03
+6.4130E+01 +2.3900E+01 +2.7496E-01 +2.9341E-02 +1.2870E-02 +7.4695E-02 +4.0552E-02 +6.2313E-02 +3.1182E-02 +1.5378E-02 +8.6253E-03
+6.4160E+01 +2.0300E+01 +2.7517E-01 +2.9236E-02 +1.2824E-02 +7.4139E-02 +4.0244E-02 +6.3067E-02 +3.1544E-02 +1.5454E-02 +8.6669E-03
+6.4190E+01 +1.2200E+01 +2.7543E-01 +2.9133E-02 +1.2778E-02 +7.3588E-02 +3.9939E-02 +6.3835E-02 +3.1913E-02 +1.5530E-02 +8.7089E-03
+6.4220E+01 +2.0300E+01 +2.7571E-01 +2.9029E-02 +1.2733E-02 +7.3043E-02 +3.9638E-02 +6.4618E-02 +3.2288E-02 +1.5607E-02 +8.7511E-03
+6.4250E+01 +1.9400E+01 +2.7602E-01 +2.8927E-02 +1.2687E-02 +7.2505E-02 +3.9340E-02 +6.5415E-02 +3.2671E-02 +1.5684E-02 +8.7937E-03
+6.4280E+01 +1.5800E+01 +2.7637E-01 +2.8824E-02 +1.2642E-02 +7.1973E-02 +3.9045E-02 +6.6226E-02 +3.3059E-02 +1.5762E-02 +8.8366E-03
+6.4310E+01 +1.3100E+01 +2.7675E-01 +2.8723E-02 +1.2597E-02 +7.1446E-02 +3.8754E-02 +6.7053E-02 +3.3455E-02 +1.5841E-02 +8.8798E-03
+6.4340E+01 +1.2200E+01 +2.7716E-01 +2.8622E-02 +1.2552E-02 +7.0925E-02 +3.8466E-02 +6.7895E-02 +3.3858E-02 +1.5920E-02 +8.9233E-03
+6.4370E+01 +1.6700E+01 +2.7761E-01 +2.8521E-02 +1.2508E-02 +7.0410E-02 +3.8181E-02 +6.8754E-02 +3.4269E-02 +1.5999E-02 +8.9671E-03
+6.4400E+01 +1.3100E+01 +2.7809E-01 +2.8421E-02 +1.2464E-02 +6.9900E-02 +3.7899E-02 +6.9629E-02 +3.4687E-02 +1.6080E-02 +9.0113E-03
+6.4430E+01 +1.3100E+01 +2.7861E-01 +2.8322E-02 +1.2420E-02 +6.9396E-02 +3.7621E-02 +7.0520E-02 +3.5112E-02 +1.6161E-02 +9.0558E-03
+6.4460E+01 +1.3100E+01 +2.7916E-01 +2.8223E-02 +1.2376E-02 +6.8897E-02 +3.7345E-02 +7.1429E-02 +3.5546E-02 +1.6242E-02 +9.1006E-03
